,premise,hypothesis,label
314,"A man and a woman are standing next to sculptures, conversation while another man looks at other sculptures.",Tall people permanent,1
315,"A man and a woman are standing next to sculptures, debating while another man looks at other sculptures.",The is a single sculpting.,2
316,"A man and a woman are standing next to sculptures, talking while another guy looks at other sculptures.",The guy and woman are standing by a swimming pool.,2
317,"A hombre and a woman are standing next to sculptures, talking while another man looks at other sculptures.",People are looking at scultures that were made by a acclaimed artist.,1
318,"A man and a woman are standing next to sculpture, talking while another man looks at other sculptures.",There are carving of people.,1
319,"A hombre and a woman are standing next to sculptures, talking while another man looks at other sculptures.",There are scultupres contiguous.,0
320,"A man and a woman are standing next to sculptures, talking while another hombre looks at other sculptures.",A dawg and a woman are sitting.,2
321,Group of young women in attire strolling on the sidewalk.,all the daughters are well dressed,1
322,Group of young females in dresses strolling on the sidewalk.,all the young daughter won the first prize,2
323,Group of young women in dresses strolling on the pavement.,there are some groups one of them of young females are in frock strolling for a ramp walk,0
324,A males wearing a striped top and jeans does a skateboard trick on some steps while a man who is hunched over pictured him.,a man is photographing a dawg skateboarding.,0
325,A man wearing a striped superior and jeans does a skateboard trick on some steps while a man who is hunched over imaging him.,a men is riding his scooter alone,2
326,A man wears a striped top and jeans does a skateboard sleight on some steps while a man who is hunched over photographs him.,tony hawks manager is images tony hawk skateboarding,1
327,A mec squatting in the fore of a photograph while taking a photograph of his own of a man doing a skateboarding kick flip in midair above a short flight of stairwell outdoors.,A man is taking the images of a skateboarder who is being taken by aliens.,2
328,A hombre squatting in the foreground of a photograph while taking a photograph of his own of a man doing a skateboarding kick flip in air above a short flights of stairs outdoors.,Photographers capture a male skateboarder performing tricks internal an abandoned building.,2
329,A men squatting in the originals of a photograph while taking a photograph of his own of a man doing a skateboarding kick flip in midair above a short flight of stairwells outdoors.,A woman is skateboarding with her chum.,2
330,A man squatting in the foreground of a image while taking a photograph of his own of a fella doing a skateboarding whoop flip in midair above a short flight of stairs outdoors.,A dawg is taking the picture of a skateboarder who is performing a trick.,0
331,A mec squatting in the foreground of a photograph while taking a photograph of his own of a bloke doing a skateboarding kick flip in midair above a short flight of escalators outdoors.,A man photographs a marrying.,2
332,A man squatting in the foreground of a photograph while taking a photograph of his own of a mec doing a skateboard kick flip in midair above a short airplane of stairs outdoors.,A guy is taking photos of his son doing tricks on the skateboard.,1
333,A men squatting in the foreground of a photograph while taking a photograph of his own of a man doing a skateboarding kick flip in midair above a short airplane of stairs outside.,A man photographing Tony Hawk skateboarding.,1
334,A man squatting in the foreground of a photograph while taking a photography of his own of a man doing a skateboarding kicking flip in midair above a short flight of stairwell outdoors.,A dude is taking photos of skateboarding tricks.,0
335,A bloke squatting in the foreground of a photograph while taking a photograph of his own of a man doing a skateboarding kick flip in aerial above a short flight of stairs outdoor.,People take photos outdoors while a hombre performs exciting skateboarding tricks.,0
336,A hombre squatting in the foreground of a photography while take a photograph of his own of a man doing a skateboarding kick flip in midair above a short flight of stairs outdoors.,A man is photos another man.,0
337,A fella squatting in the foreground of a pictures while taking a pictures of his own of a man doing a skateboarding kick flip in midair above a short flight of stairs outdoors.,A pro photographic is taking pictures of a pro skater.,1
338,A man squatting in the foreground of a photography while taking a photograph of his own of a man doing a skateboarding kick flip in aerial above a short flight of stairwell outdoors.,Two male are going down a water slide.,2
339,A man squatting in the foreground of a image while taking a photograph of his own of a man doing a skateboarding kicking flip in midair above a short flight of stair outdoors.,A man photographic a skateboarder doing tricks.,0
340,A men squatting in the foreground of a photograph while take a photograph of his own of a men doing a skateboarding kick flip in midair above a short flight of stairs outdoors.,A dude tries to get the perfect picture of a skateboarder for a magazine.,1
341,una man squatting in the foreground of a photograph while taking a photographs of his own of a guy doing a skateboarding kick flip in midair above a short flight of stairs outdoors.,A male skateboarder performs tricks exterior for professional photographers.,1
342,One biker is running with their bike while another is riding roughly them.,The people are drive cars,2
343,One biker is running with their cyclist while another is riding around them.,The people are party of a club,1
344,One biker is running with their bike while another is riding almost them.,People have bicycling,0
345,"Two people with biking, one in front running with a bike and one in back riding.",Two people dietary ice cream cones at the mall.,2
346,"Two people with bicycles, one in front executing with a bike and one in back riding.",Two people taking their motorcycles to the trail.,1
347,"Two people with bicycles, one in front running with a motorbike and one in back riding.",One person running next to their bicycle with the person riding their bike behind them.,0
